id;no_need;name;abbreviated_name;is_abbreviated;position;n_honor;is_department;year;ministry;royal_honor
186;OlUfMagnusMichael Fa rsøe,;Oluf Magnus Michael Farsøe;O. M. M. Farsøe;FALSE;fuldmægtig;0;FALSE;1900;finansministeriet;FALSE
187;Adolph Ludvig Otto Jensen,;Adolph Ludvig Otto Jensen;A. L. O. Jensen;FALSE;fuldmægtig;0;FALSE;1900;finansministeriet;FALSE
188;Andreas Michael Koefoed,;Andreas Michael Koefoed;A. M. Koefoed;FALSE;fuldmægtig;0;FALSE;1900;finansministeriet;FALSE
189;Frederik Reck,;Frederik Reck;F. Reck;FALSE;fuldmægtig;0;FALSE;1900;finansministeriet;FALSE
190;H . F. Lund;H. F. Lund;H. F. Lund;TRUE;kontorchef;1;FALSE;1900;finansministeriet;TRUE
191;Arel Nikolaj Holck;Arel Nikolaj Holck;A. N. Holck;FALSE;kontorchef;0;FALSE;1900;finansministeriet;FALSE
192;M. Nubin;M. Nubin;M. Nubin;TRUE;departementschef;1;FALSE;1900;finansministeriet;TRUE
193;Sophus Emil Trier;Sophus Emil Trier;S. E. Trier;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
194;Alto Johan Chr. Olesen;Alto Johan Chr. Olesen;A. J. C. Olesen;TRUE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
195;jkseodsrlSophus Föekelrik Frølund;Sophus Föekelrik Frølund;S. F. Frølund;FALSE;kontorchef;0;TRUE;1900;finansministeriet;FALSE
196;Matthias Otto Fries,;Matthias Otto Fries;M. O. Fries;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
197;Charles Peter Theobald Zimmermann,;Charles Peter Theobald Zimmermann;C. P. T. Zimmermann;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
198;Christian Andreas Rin g;Christian Andreas Ring;C. A. Ring;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
199;P. M. Stolpe;P. M. Stolpe;P. M. Stolpe;TRUE;kontorchef;1;TRUE;1900;finansministeriet;TRUE
200;Maries alfred Svanekjær;Marius Alfred Svanekjær;M. A. Svanekjær;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
201;Heinrich Wilhelm Boldt;Heinrich Wilhelm Boldt;H. W. Boldt;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
202;Thorvald Oscar Hansen;Thorvald Oscar Hansen;T. O. Hansen;FALSE;kontorchef;0;TRUE;1900;finansministeriet;FALSE
203;Henrik Camillo Teisen;Henrik Camillo Teisen;H. C. Teisen;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
204;Valdemar Carl Frederik Bondes en;Valdemar Carl Frederik Bondesen;V. C. F. Bondesen;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
205;Charles Ferdinand Emil Andres en;Charles Ferdinand Emil Andresen;C. F. E. Andresen;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
206;H. C. Halkier;H. C. Halkier;H. C. Halkier;TRUE;kontorchef;1;TRUE;1900;finansministeriet;TRUE
207;PeterOtto Albert Andersen,;Peter Otto Albert Andersen;P. O. A. Andersen;FALSE;departementschef;0;TRUE;1900;finansministeriet;FALSE
208;Sophus Louis Hendrik Peter Jacobsen;Sophus Louis Hendrik Peter Jacobsen;S. L. H. P. Jacobsen;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
209;Valdemar Worm,;Valdemar Worm;V. Worm;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
210;K. P. L. Miillen;K. P. L. Miillen;K. P. L. Miillen;TRUE;fuldmægtig;1;TRUE;1900;finansministeriet;TRUE
211;Peter Jacob Christian Hans en;Peter Jacob Christian Hansen;P. J. C. Hansen;FALSE;kontorchef;0;TRUE;1900;finansministeriet;FALSE
212;Marius Frederik Carl Adolph S ødring;Marius Frederik Carl Adolph Sødring;M. F. C. A. Sødring;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
213;C. O. Gemzøe;C. O. Gemzøe;C. O. Gemzøe;TRUE;kontorchef;1;TRUE;1900;finansministeriet;TRUE
214;Karsten Hans en;Karsten Hansen;K. Hansen;FALSE;fuldmægtig;0;TRUE;1900;finansministeriet;FALSE
215;Hans Frederik Carl Ste enb er;Hans Frederik Carl Steenberg;H. F. C. Steenberg;FALSE;kontorchef;0;TRUE;1900;finansministeriet;FALSE
216;A. C. Schlichtkrull;A. C. Schlichtkrull;A. C. Schlichtkrull;TRUE;departementschef;2;TRUE;1900;finansministeriet;TRUE
217;Kai Glahn;Kai Glahn;K. Glahn;FALSE;fuldmægtig;0;TRUE;1910;kultusministeriet;FALSE
218;Sophus Johannes Thøger From Holm;Sophus Johannes Thøger From Holm;S. J. T. F. Holm;FALSE;fuldmægtig;0;TRUE;1910;kultusministeriet;FALSE
219;Frantz Johannes Dah;Frantz Johannes Dah;F. J. Dah;FALSE;fuldmægtig;0;TRUE;1910;kultusministeriet;FALSE
220;F. J. G. W.Stemann;F. J. G. W. Stemann;F. J. G. W. Stemann;TRUE;kontorchef;1;TRUE;1910;kultusministeriet;TRUE
221;Carl Henrik Sthyr;Carl Henrik Sthyr;C. H. Sthyr;FALSE;fuldmægtig;0;TRUE;1910;kultusministeriet;FALSE
222;Christian FrederikAntonHastrup Graae,;Christian Frederik Anton Hastrup Graae;C. F. A. H. Graae;FALSE;fuldmægtig;0;TRUE;1910;kultusministeriet;FALSE
223;Henrik Julius Lehmann;Henrik Julius Lehmann;H. J. Lehmann;FALSE;fuldmægtig;0;TRUE;1910;kultusministeriet;FALSE
224;Viggo Aagesen;Viggo Aagesen;V. Aagesen;FALSE;kontorchef;0;TRUE;1910;kultusministeriet;FALSE
225;A. F. Asmussen;A. F. Asmussen;A. F. Asmussen;TRUE;departementschef;1;TRUE;1910;kultusministeriet;TRUE
226;Valdemar Kragh Holbøll,;Valdemar Kragh Holbøll;V. K. Holbøll;FALSE;fuldmægtig;0;TRUE;1910;kultusministeriet;FALSE
227;Aage Jensen Rudbeck,;Aage Jensen Rudbeck;A. J. Rudbeck;FALSE;fuldmægtig;0;TRUE;1910;kultusministeriet;FALSE
228;H Ploug;H. Ploug;H. Ploug;TRUE;kontorchef;1;TRUE;1910;kultusministeriet;TRUE
229;O. Damkier;O. Damkier;O. Damkier;TRUE;departementschef;1;TRUE;1910;kultusministeriet;TRUE
230;ohanVilhelm Emanuel Thomsen;Johan Vilhelm Emanuel Thomsen;J. V. E. Thomsen;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
231;Johannes Peter Theodor Langgaard;Johannes Peter Theodor Langgaard;J. P. T. Langgaard;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
232;T. V Boesen;T. V. Boesen;T. V. Boesen;TRUE;kontorchef;1;FALSE;1905;finansministeriet;TRUE
233;Fred. Carl Chr. Hansen-Ross;Fred. Carl Chr. Hansen-Ross;F. C. C. Hansen-Ross;TRUE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
234;Ditlev Georg Ludvig Lindberg;Ditlev Georg Ludvig Lindberg;D. G. L. Lindberg;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
235;C. J. H. Riise;C. J. H. Riise;C. J. H. Riise;TRUE;kontorchef;1;FALSE;1905;finansministeriet;TRUE
236;Alfred Ernst Theodor Scheibel,;Alfred Ernst Theodor Scheibel;A. E. T. Scheibel;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
237;Carl Smidth;Carl Smidth;C. Smidth;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
238;Carl Frederik Lassen,;Carl Frederik Lassen;C. F. Lassen;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
239;A. C. Schmid;A. C. Schmid;A. C. Schmid;TRUE;departementschef;1;FALSE;1905;finansministeriet;TRUE
240;Sophus Edîiard Jacob;Sophus Ediiard Jacob;S. E. Jacob;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
241;Holten Ditlev Carl Christian Egger;Holten Ditlev Carl Christian Egger;H. D. C. C. Egger;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
242;William Martin Buncke;William Martin Buncke;W. M. Buncke;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
243;A. M. Madsen;A. M. Madsen;A. M. Madsen;TRUE;kontorchef;1;FALSE;1905;finansministeriet;TRUE
244;Ham Petersen;Ham Petersen;H. Petersen;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
245;Jens Wrigsted Møller;Jens Wrigsted Møller;J. W. Møller;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
246;Niels Chr. Marius Boller up-Lindenbor g;Niels Chr. Marius Bollerup-Lindenborg;N. C. M. Bollerup-Lindenborg;TRUE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
247;Hans Andersen Hansen;Hans Andersen Hansen;H. A. Hansen;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
248;Fred. Johan Thomsen Brandt,;Fred. Johan Thomsen Brandt;F. J. T. Brandt;TRUE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
249;Oscar Frederik Jansen;Oscar Frederik Jansen;O. F. Jansen;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
250;Marcus Achton Wesenberg;Marcus Achton Wesenberg;M. A. Wesenberg;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
251;Wilhelm Christian Jørgensen;Wilhelm Christian Jørgensen;W. C. Jørgensen;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
252;Carl Valdemar Federspiel;Carl Valdemar Federspiel;C. V. Federspiel;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
253;V. E. Munck;V. E. Munck;V. E. Munck;TRUE;kontorchef;1;FALSE;1905;finansministeriet;TRUE
254;Jacob Bie;Jacob Bie;J. Bie;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
255;F. F. Nielsen;F. F. Nielsen;F. F. Nielsen;TRUE;kontorchef;1;FALSE;1905;finansministeriet;TRUE
256;P. A. Jerichau-Christensen;P. A. Jerichau-Christensen;P. A. Jerichau-Christensen;TRUE;departementschef;1;FALSE;1905;finansministeriet;TRUE
257;Theodor Sigismund Wedel-Heinen;Theodor Sigismund Wedel-Heinen;T. S. Wedel-Heinen;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
258;Johannes Balthazar Gebhard Obelitz;Johannes Balthazar Gebhard Obelitz;J. B. G. Obelitz;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
259;Matthias P. R. Spliid;Matthias P. R. Spliid;M. P. R. Spliid;TRUE;kontorchef;1;FALSE;1905;finansministeriet;TRUE
260;Johannes Christoffer Malling Wahl,;Johannes Christoffer Malling Wahl;J. C. M. Wahl;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
261;Charles Hakon Julhis Klemp,;Charles Hakon Julhis Klemp;C. H. J. Klemp;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
262;Vilhelm Marcel Benzon Bang,;Vilhelm Marcel Benzon Bang;V. M. B. Bang;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
263;Otto CarlChristian Kranker;Otto Carl Christian Kranker;O. C. C. Kranker;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
264;Einar Blechingberg,;Einar Blechingberg;E. Blechingberg;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
265;Ludvig Christian Engelbrecht Jacobsen;Ludvig Christian Engelbrecht Jacobsen;L. C. E. Jacobsen;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
266;J. W. A. Bache;J. W. A. Bache;J. W. A. Bache;TRUE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
267;A.Løvenskiold;A. Løvenskiold;A. Løvenskiold;TRUE;fuldmægtig;1;FALSE;1905;finansministeriet;TRUE
268;Christian Anton Georg Hald,;Christian Anton Georg Hald;C. A. G. Hald;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
269;G. L. Bull;G. L. Bull;G. L. Bull;TRUE;departementschef;1;FALSE;1905;finansministeriet;TRUE
270;CarlAbel Severin Neergaard Petersen;Carl Abel Severin Neergaard Petersen;C. A. S. N. Petersen;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
271;Johannes Martin Benedict Reimuth;Johannes Martin Benedict Reimuth;J. M. B. Reimuth;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
272;Anton Svanholm Frost,;Anton Svanholm Frost;A. S. Frost;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
273;Otto Sophus Leopold Ernst,;Otto Sophus Leopold Ernst;O. S. L. Ernst;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
274;Johannes Klitgaard,;Johannes Klitgaard;J. Klitgaard;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
275;M. Rubin;M. Rubin;M. Rubin;TRUE;departementschef;1;TRUE;1905;finansministeriet;TRUE
276;Svend Bode;Svend Bode;S. Bode;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
277;Niels Christian Christensen;Niels Christian Christensen;N. C. Christensen;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
278;Niels Peter UJensen,;Niels Peter U. Jensen;N. P. U. Jensen;TRUE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
279;Oluf Magnus Michael Farsøe;Oluf Magnus Michael Farsøe;O. M. M. Farsøe;FALSE;fuldmægtig;0;FALSE;1905;finansministeriet;FALSE
280;Jens Christian Jespersen Warming;Jens Christian Jespersen Warming;J. C. J. Warming;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
281;Adolph Ludvig Otto Jensen;Adolph Ludvig Otto Jensen;A. L. O. Jensen;FALSE;kontorchef;0;FALSE;1905;finansministeriet;FALSE
282;Andreas Michael Koefoed,;Andreas Michael Koefoed;A. M. Koefoed;FALSE;departementschef;0;FALSE;1905;finansministeriet;FALSE
283;Marius Alfred Svanekiær;Marius Alfred Svanekiær;M. A. Svanekiær;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
284;Sophus Emil Trier;Sophus Emil Trier;S. E. Trier;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
285;Alto Johan Christian Olesen;Alto Johan Christian Olesen;A. J. C. Olesen;FALSE;kontorchef;0;TRUE;1905;finansministeriet;FALSE
286;Christian Pedersen Sveistrup,;Christian Pedersen Sveistrup;C. P. Sveistrup;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
287;Carl Gustav Wedel-Heinen;Carl Gustav Wedel-Heinen;C. G. Wedel-Heinen;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
288;Charles Peter Theobald Zimmermann;Charles Peter Theobald Zimmermann;C. P. T. Zimmermann;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
289;Matthias Otto Fries;Matthias Otto Fries;M. O. Fries;FALSE;kontorchef;0;TRUE;1905;finansministeriet;FALSE
290;Christian Frederik Johannes Lund,;Christian Frederik Johannes Lund;C. F. J. Lund;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
291;Heinrich Wilhelm Boldt;Heinrich Wilhelm Boldt;H. W. Boldt;FALSE;fuldmægtig;1;TRUE;1905;finansministeriet;TRUE
292;Valdemar Carl Frederik Bondesen;Valdemar Carl Frederik Bondesen;V. C. F. Bondesen;FALSE;kontorchef;0;TRUE;1905;finansministeriet;FALSE
293;Severin Bolwig;Severin Bolwig;S. Bolwig;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
294;Henrik Camillo Teisen,;Henrik Camillo Teisen;H. C. Teisen;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
295;Charles Ferdinand Emil Andresen;Charles Ferdinand Emil Andresen;C. F. E. Andresen;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
296;H C. Halkier;H. C. Halkier;H. C. Halkier;TRUE;kontorchef;1;TRUE;1905;finansministeriet;TRUE
297;P. O. A. Andersen;P. O. A. Andersen;P. O. A. Andersen;TRUE;departementschef;1;TRUE;1905;finansministeriet;TRUE
298;Einar Emil Lang;Einar Emil Lang;E. E. Lang;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
299;Tage Høling;Tage Høling;T. Høling;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
300;Svend Otto Godske Nielsen,;Svend Otto Godske Nielsen;S. O. G. Nielsen;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
301;Valdemar Worm;Valdemar Worm;V. Worm;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
302;P, J. C. Hansen;P. J. C. Hansen;P. J. C. Hansen;TRUE;kontorchef;1;TRUE;1905;finansministeriet;TRUE
303;Knud Valdemar Rafn;Knud Valdemar Rafn;K. V. Rafn;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
304;Marius Frederik Carl Adolph Sødring;Marius Frederik Carl Adolph Sødring;M. F. C. A. Sødring;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
305;C.O.Gemzøe;C. O. Gemzøe;C. O. Gemzøe;TRUE;kontorchef;1;TRUE;1905;finansministeriet;TRUE
306;Carl Dines Hansen,;Carl Dines Hansen;C. D. Hansen;FALSE;fuldmægtig;0;TRUE;1905;finansministeriet;FALSE
307;H F. C. Steenberg;H. F. C. Steenberg;H. F. C. Steenberg;TRUE;kontorchef;1;TRUE;1905;finansministeriet;TRUE
308;A. C. Schlichtkrull;A. C. Schlichtkrull;A. C. Schlichtkrull;TRUE;departementschef;1;TRUE;1905;finansministeriet;TRUE
309;Peter Daniel Swane,;Peter Daniel Swane;P. D. Swane;FALSE;fuldmægtig;0;TRUE;1887;indenrigsministeriet;FALSE
310;Hack Christian Kampmann;Hack Christian Kampmann;H. C. Kampmann;FALSE;fuldmægtig;0;TRUE;1887;indenrigsministeriet;FALSE
311;Vilhelm Peter Greve Schulin;Vilhelm Peter Greve Schulin;V. P. G. Schulin;FALSE;fuldmægtig;0;TRUE;1887;indenrigsministeriet;FALSE
312;Meyer Jacob Jacoby;Meyer Jacob Jacoby;M. J. Jacoby;FALSE;kontorchef;1;TRUE;1887;indenrigsministeriet;TRUE
313;P. C. Norgaard;P. C. Norgaard;P. C. Norgaard;TRUE;departementschef;1;TRUE;1887;indenrigsministeriet;TRUE
314;Oluf Absalon Bøgh;Oluf Absalon Bøgh;O. A. Bøgh;FALSE;fuldmægtig;0;TRUE;1887;indenrigsministeriet;FALSE
315;P. G. T. Birk;P. G. T. Birk;P. G. T. Birk;TRUE;kontorchef;1;TRUE;1887;indenrigsministeriet;TRUE
316;Knud Sehested;Knud Sehested;K. Sehested;FALSE;fuldmægtig;0;TRUE;1887;indenrigsministeriet;FALSE
317;Louis Joseph Fleron,;Louis Joseph Fleron;L. J. Fleron;FALSE;fuldmægtig;0;TRUE;1887;indenrigsministeriet;FALSE
318;Henrik Michael Frederik Victor Sophus Haller Damkie;Henrik Michael Frederik Victor Sophus Haller Damkie;H. M. F. V. S. H. Damkie;FALSE;kontorchef;0;TRUE;1887;indenrigsministeriet;FALSE
319;Anton Vilhelm Heinrich Groothof;Anton Vilhelm Heinrich Groothof;A. V. H. Groothof;FALSE;fuldmægtig;0;TRUE;1887;indenrigsministeriet;FALSE
320;Johan Henrich Ahnfeldt,;Johan Henrich Ahnfeldt;J. H. Ahnfeldt;FALSE;fuldmægtig;0;TRUE;1887;indenrigsministeriet;FALSE
321;P. F. Schou;P. F. Schou;P. F. Schou;TRUE;kontorchef;1;TRUE;1887;indenrigsministeriet;TRUE
322;C. P. M. Bache;C. P. M. Bache;C. P. M. Bache;TRUE;departementschef;1;TRUE;1887;indenrigsministeriet;TRUE
323;Poul Otto Dorph-Petersen;Poul Otto Dorph-Petersen;P. O. Dorph-Petersen;FALSE;fuldmægtig;1;TRUE;1928;kultusministeriet;TRUE
324;Knud Torben Oksen;Knud Torben Oksen;K. T. Oksen;FALSE;fuldmægtig;0;TRUE;1928;kultusministeriet;FALSE
325;Vagn Ingerslev,;Vagn Ingerslev;V. Ingerslev;FALSE;fuldmægtig;0;TRUE;1928;kultusministeriet;FALSE
326;G. A. Møller;G. A. Møller;G. A. Møller;TRUE;kontorchef;1;TRUE;1928;kultusministeriet;TRUE
327;C. F. A. H. Graae;C. F. A. H. Graae;C. F. A. H. Graae;TRUE;departementschef;1;TRUE;1928;kultusministeriet;TRUE
328;K. Paludan-Mülle;K. Paludan-Mülle;K. Paludan-Mülle;TRUE;fuldmægtig;1;TRUE;1928;kultusministeriet;TRUE
329;C. D. Hegermann-Lindencrone;C. D. Hegermann-Lindencrone;C. D. Hegermann-Lindencrone;TRUE;fuldmægtig;1;TRUE;1928;kultusministeriet;TRUE
330;A. I. T. Barfod;A. I. T. Barfod;A. I. T. Barfod;TRUE;kontorchef;1;TRUE;1928;kultusministeriet;TRUE
331;V. Aagesen;V. Aagesen;V. Aagesen;TRUE;departementschef;1;TRUE;1928;kultusministeriet;TRUE
332;Th o ro lf Valdem ar B o e s e n ,;Thorolf Valdemar Boesen;T. V. Boesen;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
333;Christian Frederik G e d e;Christian Frederik Gede;C. F. Gede;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
334;C . F . K r a b b e;C. F. Krabbe;C. F. Krabbe;TRUE;kontorchef;1;FALSE;1874;finansministeriet;TRUE
335;Ditlev Georg Ludvig L i n d b e r g;Ditlev Georg Ludvig Lindberg;D. G. L. Lindberg;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
336;Christian Frederik K 0ef 0e d ,;Christian Frederik Koefoed;C. F. Koefoed;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
337;Lauritz Christian B e n t z e n;Lauritz Christian Bentzen;L. C. Bentzen;FALSE;kontorchef;0;FALSE;1874;finansministeriet;FALSE
338;Jo h a n Christian V aleu r F r i t z ,;Johan Christian Valeur Fritz;J. C. V. Fritz;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
339;C a rl Jacob Hertel R i i s e;Carl Jacob Hertel Riise;C. J. H. Riise;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
340;H an s Henrik T h o m s e n;Hans Henrik Thomsen;H. H. Thomsen;FALSE;kontorchef;0;FALSE;1874;finansministeriet;FALSE
341;I . J e t s m a r k;I. Jetsmark;I. Jetsmark;TRUE;departementschef;1;FALSE;1874;finansministeriet;TRUE
342;Frederik Ferdinand N i e ls e n;Frederik Ferdinand Nielsen;F. F. Nielsen;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
343;Falck Frederik C a rl H e ilb u t h ,;Falck Frederik Carl Heilbuth;F. F. C. Heilbuth;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
344;C a rl Theodor B r u u n;Carl Theodor Bruun;C. T. Bruun;FALSE;kontorchef;0;FALSE;1874;finansministeriet;FALSE
345;G . H . M o n r a d;G. H. Monrad;G. H. Monrad;TRUE;departementschef;2;FALSE;1874;finansministeriet;TRUE
346;H an s Otto H in r ic h s e n;Hans Otto Hinrichsen;H. O. Hinrichsen;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
347;Alfred Helge H o ls t e in;Alfred Helge Holstein;A. H. Holstein;FALSE;fuldmægtig;1;FALSE;1874;finansministeriet;TRUE
348;Je n s Peter B s y g e l u n d ,;Jens Peter Bsygelund;J. P. Bsygelund;FALSE;kontorchef;0;FALSE;1874;finansministeriet;FALSE
349;Je n s C a r l D a h l ,;Jens Carl Dahl;J. C. Dahl;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
350;Anders M artin M a d s e n;Anders Martin Madsen;A. M. Madsen;FALSE;kontorchef;0;FALSE;1874;finansministeriet;FALSE
351;Fritz M a riu s T - f t e;Fritz Marius Tofte;F. M. Tofte;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
352;Harald Theodor N e u m a n n;Harald Theodor Neumann;H. T. Neumann;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
353;Herman Jorgen B o h n;Herman Jorgen Bohn;H. J. Bohn;FALSE;kontorchef;0;FALSE;1874;finansministeriet;FALSE
354;Peter VUHelm N e e s b y;Peter Vilhelm Neesby;P. V. Neesby;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
355;E m il Vilhelm Däm on H a n s e n;Emil Vilhelm Dämon Hansen;E. V. D. Hansen;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
356;I . P . le S a g e d e F 0n te n a y;I. P. le Sage de Fontenay;I. P. L. S. D. Fontenay;FALSE;kontorchef;1;FALSE;1874;finansministeriet;TRUE
357;S . H . A . W e d e l;S. H. A. Wedel;S. H. A. Wedel;TRUE;departementschef;1;FALSE;1874;finansministeriet;TRUE
358;Henrik Christian M artin K je ld b e r g;Henrik Christian Martin Kjeldberg;H. C. M. Kjeldberg;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
359;Johannes B r u n n;Johannes Brunn;J. Brunn;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
360;O lu f C a r l Sigism u nd S c h m id t;Oluf Carl Sigismund Schmidt;O. C. S. Schmidt;FALSE;kontorchef;0;FALSE;1874;finansministeriet;FALSE
361;A . K . B a n g;A. K. Bang;A. K. Bang;TRUE;kontorchef;1;FALSE;1874;finansministeriet;TRUE
362;Frederik Severin G y l d e n d a l;Frederik Severin Gyldendal;F. S. Gyldendal;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
363;C a r l Christian Frederik Wilhelm W e s e nberg;Carl Christian Frederik Wilhelm Wesenberg;C. C. F. W. Wesenberg;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
364;H . P . K o fo e d;H. P. Kofoed;H. P. Kofoed;TRUE;kontorchef;1;FALSE;1874;finansministeriet;TRUE
365;S im o n C a rl S p c e r c k;Simon Carl Spcerck;S. C. Spcerck;FALSE;fuldmægtig;0;FALSE;1874;finansministeriet;FALSE
366;Valdem ar Jaco b E m il S c h o u b y e;Valdemar Jacob Emil Schoubye;V. J. E. Schoubye;FALSE;kontorchef;0;FALSE;1874;finansministeriet;FALSE
367;P . T . I . B e n z o n - B u c h w a ld;P. T. I. Benzon-Buchwald;P. T. I. Benzon-Buchwald;TRUE;departementschef;1;FALSE;1874;finansministeriet;TRUE
368;Frederik Vilhelm L a n g e;Frederik Vilhelm Lange;F. V. Lange;FALSE;fuldmægtig;0;TRUE;1874;finansministeriet;FALSE
369;R . F . A n d e r s e n;R. F. Andersen;R. F. Andersen;TRUE;kontorchef;1;TRUE;1874;finansministeriet;TRUE
370;C a r l Röm er B e c k ,;Carl Römer Beck;C. R. Beck;FALSE;fuldmægtig;0;TRUE;1874;finansministeriet;FALSE
371;Rasm us M athias D e i n;Rasmus Mathias Dein;R. M. Dein;FALSE;fuldmægtig;0;TRUE;1874;finansministeriet;FALSE
372;Andreas Thorvald A a r s l e f f ,;Andreas Thorvald Aarsleff;A. T. Aarsleff;FALSE;fuldmægtig;1;TRUE;1874;finansministeriet;TRUE
373;Joh an Peter M s l l e r;Johan Peter Møller;J. P. Møller;FALSE;fuldmægtig;1;TRUE;1874;finansministeriet;TRUE
